label,kind,n_ind,date_bp,date_min,date_max,region,median_coverage,median_snps,median_damage,mean_alpha,note,D_VA,D_VA_se,D_VA_z,D_NEA,D_NEA_se,D_NEA_z,R,R_se,testable,n_snp
NULLrand_Europe_Neolithic_r0B,null-random,731,6435.0,5000.0,7994.0,Europe,1.6333,325267.0,0.116,0.02087460191518468,,0.0743380622953012,0.006407184431969172,11.602297871181191,0.032237938060469824,0.003831124283565641,8.4147460834828,2.3059186402015754,0.3291277254678751,True,507219
NULLrand_Europe_Neolithic_r1A,null-random,731,6367.0,5000.0,7981.0,Europe,1.5563752,315613.0,0.116,0.02048692886456908,,0.07402094108483914,0.006524802533051462,11.344548851844207,0.031941176041742264,0.003824412668624174,8.3519167018221,2.3174143928860045,0.33297418305424503,True,507219
NULLrand_Europe_Neolithic_r1B,null-random,731,6450.0,5000.0,7994.0,Europe,1.7027469100000001,327345.0,0.1155,0.020718194254445963,,0.07481045188134865,0.0064159430825312,11.660086587276057,0.031855156397393905,0.0038253739251090297,8.327331398455637,2.3484565873130965,0.3339129728940541,True,507219
NULLrand_Europe_Neolithic_r2A,null-random,731,6450.0,5016.0,7994.0,Europe,1.5214798,314743.0,0.116,0.020650013679890562,,0.0740928490595982,0.0063943836739276845,11.587176002857431,0.0319396086993438,0.0038255050495851974,8.349122085933997,2.3197794862502636,0.3298822565197423,True,507219
NULLrand_Europe_Neolithic_r2B,null-random,731,6381.0,5000.0,7950.0,Europe,1.6904499999999998,327577.0,0.116,0.02055510943912449,,0.07472762614404725,0.00653909915776969,11.427816636677953,0.0318544593710832,0.003823915817951372,8.330324433802241,2.3459078452256956,0.33684075827779625,True,507219
PD_Basque,present-day,25,0.0,0.0,0.0,Europe,37.2986362,467760.0,,0.020482519999999997,,0.07553885582638206,0.006638518715793318,11.378872164157933,0.030248621199195042,0.003963652477278625,7.631501846489634,2.4972660845907337,0.3753281684527531,True,505846
PD_Biaka,present-day,24,0.0,0.0,0.0,Africa,40.996705750000004,467324.0,,-0.00038083333333333345,,-0.010503076083400556,0.004517262438532602,-2.325097606419431,0.00032537021309745376,0.0016423090564242928,0.19811752959937032,,,False,505824
PD_Dai,present-day,14,0.0,0.0,0.0,SEAsia,36.5884426,468627.0,,0.021623214285714284,,0.07028754607772983,0.00835737377076356,8.410243218224295,0.03165275256418486,0.00370090677850198,8.552701934577497,2.22058242597392,0.40266710501710373,True,507216
PD_Esan,present-day,101,0.0,0.0,0.0,Africa,35.44439439999999,485103.0,,-0.0004354158415841585,,-0.0013627887028902874,0.0015396155892552178,-0.8851486776316225,0.0006284823285540176,0.0004895908207420978,1.2836889539746577,,,False,506336
PD_French,present-day,31,0.0,0.0,0.0,Europe,40.0692328,467369.0,,0.021573483870967743,,0.07474528774209008,0.006396190980809723,11.685906184844363,0.03068725040321224,0.003799188674149397,8.077316773451066,2.4357114684431287,0.35566533818986024,True,505851
PD_Gambian,present-day,114,0.0,0.0,0.0,Africa,36.31010465,485105.0,,6.775438596491232e-05,,0.002422720794520718,0.0018282715702086798,1.3251427380912495,0.0016827656898366137,0.0007520528714003259,2.237563014290865,,,False,506338
