genetic_id,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP
I2633.AG,0.029987,0.009641,84377,0.039915,0.009617,4.151,133680,0.007782,0.013803,0.564,70331
I2635.AG,0.031284,0.009684,87085,0.028708,0.010439,2.75,137732,-0.015647,0.011882,-1.317,71681
I2637.AG,0.044972,0.008945,97257,0.052183,0.008627,6.049,153313,0.024141,0.010846,2.226,80695
I2639.AG,0.031732,0.01034,66317,0.04297,0.009217,4.662,105521,0.018848,0.012584,1.498,55643
I2650.AG,0.026055,0.01044,88819,0.03401,0.011002,3.091,140151,0.011686,0.011931,0.98,72918
I2651.AG,0.034867,0.010251,91000,0.047278,0.010166,4.651,143363,0.030207,0.011494,2.628,74797
I2653.AG,0.038941,0.011323,66599,0.042467,0.011075,3.835,105013,0.016141,0.015424,1.046,54589
I2654.AG,0.056793,0.012917,61042,0.050686,0.010648,4.76,96149,0.033499,0.013758,2.435,49899
I2655.AG,0.039256,0.010246,95668,0.043771,0.00911,4.805,151362,0.024249,0.012142,1.997,78522
I2659.AG,0.024938,0.009083,93032,0.032184,0.009348,3.443,147028,0.002148,0.011771,0.182,76422
I2660.AG,0.023871,0.009039,94149,0.023014,0.009522,2.417,148872,-0.00207,0.011323,-0.183,77487
I2691.AG,0.043772,0.011485,89862,0.051737,0.00918,5.636,142271,0.022794,0.013555,1.682,74797
I2692.AG,0.049846,0.008899,74857,0.043785,0.009267,4.725,118270,0.024059,0.015424,1.56,62176
I2693.AG,0.027914,0.015475,37491,0.033096,0.013935,2.375,59328,0.005718,0.017863,0.32,31881
I2694.AG,0.028003,0.011657,90563,0.032048,0.010875,2.947,143196,0.008767,0.011196,0.783,75245
I2695.AG,0.017971,0.013219,52312,0.024629,0.012201,2.019,82848,0.008346,0.016051,0.52,43346
I2696.AG,0.038196,0.01127,74015,0.035338,0.010908,3.24,117218,0.018517,0.010436,1.774,61410
I2741.AG,0.046798,0.008257,101719,0.047494,0.00841,5.647,159421,0.007741,0.011558,0.67,80646
I2743.AG,0.019736,0.01544,32979,0.022244,0.015193,1.464,49869,-0.016455,0.020845,-0.789,22494
I2744.AG,-0.000302,0.01827,35284,0.005518,0.01628,0.339,55284,0.0019,0.021172,0.09,27794
