genetic_id,group_id,locality,country,lat,lon,continent,is_modern,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP,high_conf,over
I13322.AG,Bahamas_Long_Ceramic,Cave near Clarence Town (Long Island),Bahamas,23.10001,-74.98001,Americas,False,1017.0,34.0,"885-990 calCE (1127±19 BP, OxA-39169)",3.98991517,863446.0,F,Pass,n/a (female),n/a (female),0.057,n/a (female),C1d1,,0.033878,0.005756,377579,0.024738,0.005254,4.709,824539,0.004563,0.006652,0.686,447092,True,False
I13323.AG,PuertoRico_Ceramic,"Santa Elena (Toa Baja, Media Luna)",Puerto Rico,18.44,-66.25,Americas,False,701.0,15.0,"1224-1275 calCE (785±20 BP, PSUAMS-7457)",2.81762221,816958.0,F,Pass,n/a (female),n/a (female),0.146,n/a (female),D1,,0.021665,0.0065,357981,0.018538,0.005332,3.477,780004,-0.003133,0.007112,-0.441,420931,True,False
I13324.AG,PuertoRico_Ceramic,"Santa Elena (Toa Baja, Media Luna)",Puerto Rico,18.44,-66.25,Americas,False,700.0,58.0,1150-1350 CE,2.58146908,812418.0,F,Pass,n/a (female),n/a (female),0.13,n/a (female),A2,,0.017237,0.005058,355942,0.0139,0.004349,3.196,775713,-0.00207,0.007431,-0.279,419021,True,False
I13326.AG,PuertoRico_Ceramic,"Monserrate (Mata de Plátano, Luquillo)",Puerto Rico,18.38,-65.73,Americas,False,1000.0,260.0,500-1400 CE,1.96572339,760163.0,M,Pass,"[0.002,0.007]","[0.002,0.005]",0.074,Q-M3,A2,,0.016303,0.006058,331678,0.018059,0.005219,3.46,725534,-0.008496,0.008047,-1.056,395217,True,False
I13376.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,4.0579365,875611.0,F,Pass,n/a (female),n/a (female),0.112,n/a (female),T2c1d1,,0.022076,0.006078,383014,0.017655,0.005046,3.499,836275,-0.004357,0.007276,-0.599,455751,True,False
I13377.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,3.52996639,863507.0,F,Pass,n/a (female),n/a (female),0.144,n/a (female),J1c5,,0.024456,0.00548,378100,0.015,0.004286,3.5,824534,-0.001716,0.006368,-0.269,448869,True,False
I13378.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,3.28364587,844954.0,M,Pass,"[0.002,0.007]","[0.003,0.006]",0.138,G-Z1903,H+16311,,0.017634,0.005574,369443,0.012353,0.00496,2.49,806883,-0.004062,0.006296,-0.645,440281,True,False
I13379.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,0.69938443,511251.0,F,Pass,n/a (female),n/a (female),0.116,n/a (female),H,,0.020721,0.005652,223756,0.01238,0.004899,2.527,488107,0.001996,0.005708,0.35,267695,True,False
I13380.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,2.85128264,854380.0,F,Pass,n/a (female),n/a (female),0.084,n/a (female),T2b,,0.021299,0.005776,373337,0.011836,0.004513,2.623,816091,0.001136,0.005841,0.194,445099,True,False
I13381.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,3.09439972,870427.0,F,Pass,n/a (female),n/a (female),0.069,n/a (female),K1a,,0.024553,0.005838,380410,0.016795,0.005504,3.051,831451,-0.004737,0.006659,-0.711,452972,True,False
I13382.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,0.51789571,422231.0,M,Pass,"[0,0.011]","[0.003,0.014]",0.112,G-Z3428,HV1a'b'c,,0.010717,0.007681,185346,0.014363,0.006599,2.176,403195,-0.000782,0.008328,-0.094,220478,False,False
I13383.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2733.0,28.0,"810-765 calBCE (2590±25 BP, PSUAMS-11943)",4.68621175,895454.0,M,Pass,"[0.004,0.008]","[0.003,0.005]",0.107,G-Z1903,J2a1a1a,,0.023583,0.005615,391781,0.017886,0.00433,4.131,855333,0.005101,0.005577,0.915,465323,True,False
I13384.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,1.11837336,671588.0,F,Pass,n/a (female),n/a (female),0.122,n/a (female),H1ba,,0.020312,0.005809,293831,0.013213,0.004962,2.663,641307,-0.012458,0.006359,-1.959,351813,True,False
I13385.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2592.0,68.0,"771-541 calBCE (2490±20 BP, PSUAMS-11944)",4.63115104,892807.0,M,Pass,"[0.002,0.006]","[0.003,0.005]",0.111,G-Z1903,H1+16278,,0.023807,0.005189,390584,0.02043,0.003915,5.219,852678,-0.003742,0.005473,-0.684,464809,True,False
I13386.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,2.67282875,845819.0,M,Pass,"[0.001,0.005]","[0.003,0.006]",0.115,G-Z1903,U5b1d1,,0.018614,0.004906,369676,0.015749,0.004434,3.552,807810,0.003014,0.005502,0.548,440946,True,False
I13387.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,2.29562791,827729.0,F,Pass,n/a (female),n/a (female),0.135,n/a (female),T2b3+151,,0.02165,0.006043,361912,0.01697,0.004961,3.421,790413,7.3e-05,0.006756,0.011,431116,True,False
I13389.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,2.56063892,832176.0,M,Pass,"[0.004,0.01]","[0.005,0.009]",0.136,G-Z1903,H4a1,,0.022517,0.005732,364070,0.015785,0.004642,3.401,794693,0.000281,0.006884,0.041,433721,True,False
I13390.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,2.33696407,823842.0,F,Pass,n/a (female),n/a (female),0.102,n/a (female),H,,0.021076,0.00466,360429,0.013791,0.004425,3.117,786888,0.001826,0.006496,0.281,429347,True,False
I13391.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,3.83349687,868301.0,M,Pass,"[0.001,0.005]","[0.001,0.003]",0.096,G-Z1903,U3a,,0.016064,0.005637,379431,0.013814,0.003974,3.476,829407,0.000274,0.00637,0.043,452518,True,False
I13392.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,3.72838136,865794.0,F,Pass,n/a (female),n/a (female),0.087,n/a (female),K1a+195,,0.018123,0.005591,378450,0.011939,0.004835,2.469,826993,-0.00607,0.005356,-1.133,451353,True,False
I13393.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,1.91054623,792234.0,F,Pass,n/a (female),n/a (female),0.131,n/a (female),H46,,0.024302,0.004732,346158,0.022991,0.003687,6.235,756313,-0.00153,0.00608,-0.252,412710,True,False
I13394.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2684.0,72.0,"804-570 calBCE (2560±25 BP, PSUAMS-11945)",3.65733823,878345.0,F,Pass,n/a (female),n/a (female),0.111,n/a (female),H,,0.019957,0.005042,383909,0.013877,0.004553,3.048,838858,0.00284,0.005591,0.508,456272,True,False
I13395.AG,Italy_Sicily_IA_a_IA_b_Sicani,"Polizzello (Sicily, Caltanissetta)",Italy,37.608431,13.834838,Eurasia,False,2650.0,87.0,850-550 BCE,1.75190481,746677.0,F,Pass,n/a (female),n/a (female),0.114,n/a (female),U5b1d1a,,0.020655,0.006312,326534,0.019128,0.005739,3.333,712907,-0.000104,0.005703,-0.018,387861,True,False
I13441.AG,PuertoRico_Ceramic,"Cabo Rojo 11 (Cabo Rojo Municipality, Punta Ostiones)",Puerto Rico,18.0,-67.17,Americas,False,950.0,289.0,500-1500 CE,3.83440245,805094.0,M,Pass,"[0.002,0.006]","[0.004,0.006]",0.11,Q-M3,A2+(64)+@153,,0.015382,0.006321,350997,0.01565,0.005002,3.129,768483,-0.002699,0.006094,-0.443,420989,True,False
I13458.AG,Slovakia_EBA_Nitrianska,"Vȳčapy-Opatovce (Nitra Region, Nitra District, Výčapy-Opatovce)",Slovakia,48.412856,18.074594,Eurasia,False,1107.0,38.0,"772-893 calCE (1180±15 BP, PSUAMS-10088)",3.51810168,825599.0,F,Pass,n/a (female),n/a (female),0.114,n/a (female),H1h1,,0.016885,0.005979,360548,0.017643,0.004574,3.857,788135,-0.002075,0.006003,-0.346,430975,True,False
I13468.AG,Czechia_EBA_Unetice,"Praha-Stodůlky-Malá-Ohrada (Prague Region, Prague District, Prague-5)",Czechia,50.044984,14.339296,Eurasia,False,3950.0,87.0,2150-1850 BCE,4.106659,824915.0,M,Pass,"[0.003,0.007]","[0.004,0.006]",0.128,I-PF3885,U5a1b1,,0.020928,0.006961,359803,0.018613,0.006043,3.08,787514,0.000333,0.006795,0.049,434594,True,False
I13469.AG,Czechia_EBA_Unetice,"Praha-Stodůlky-Malá-Ohrada (Prague Region, Prague District, Prague-5)",Czechia,50.044984,14.339296,Eurasia,False,3945.0,48.0,"2127-1900 calBCE (3630±25 BP, PSUAMS-10015)",4.25216249,814079.0,M,Pass,"[0.002,0.006]","[0.003,0.006]",0.117,I-PF3885,J1c15,,0.018253,0.005798,354428,0.016679,0.005348,3.119,777335,-0.002176,0.006735,-0.323,429008,True,False
I13470.AG,Czechia_EBA_Unetice,"Praha-Stodůlky-Malá-Ohrada (Prague Region, Prague District, Prague-5)",Czechia,50.044984,14.339296,Eurasia,False,3943.0,42.0,"2122-1926 calBCE (3630±20 BP, PSUAMS-10091)",4.29788926,841948.0,F,Pass,n/a (female),n/a (female),0.097,n/a (female),H,,0.026154,0.006068,367567,0.02135,0.004367,4.888,803991,4.8e-05,0.005763,0.008,440026,True,False
I13471.AG,Czechia_EBA_Unetice,"Praha-Stodůlky-Malá-Ohrada (Prague Region, Prague District, Prague-5)",Czechia,50.044984,14.339296,Eurasia,False,3950.0,87.0,2150-1850 BCE,4.3213736,838535.0,M,Pass,"[0.002,0.005]","[0.003,0.005]",0.102,I-PF3885,V,,0.027046,0.004689,365984,0.022586,0.004105,5.502,800695,-0.000154,0.006587,-0.023,439422,True,False
I13472.AG,Curacao_Ceramic,"De Savaan (Dutch Caribbean, Willemstad, C-0021)",Curacao,12.145532,-68.956408,Americas,False,602.0,29.0,"1302-1400 calCE (610±20 BP, PSUAMS-7355)",3.16412533,834835.0,F,Pass,n/a (female),n/a (female),0.126,n/a (female),A2am,,0.022845,0.005373,365249,0.020949,0.005008,4.183,797378,0.00059,0.0069,0.085,435672,True,False
I13504.AG,Mongolia_EIA-3,"Ulaan-Uul-sum (Khövsgöl Province, Ulaan uul District)",Mongolia,50.7,99.2,Eurasia,False,2368.0,29.0,"512-389 calBCE (2360±20 BP, UCIAMS-226556, PSUG-5471)",2.59124191,769368.0,M,Pass,"[0.001,0.005]","[0.002,0.004]",0.069,Q-BZ2210,W,,0.021404,0.005376,335025,0.020435,0.004645,4.399,734505,0.006187,0.006164,1.004,404863,True,False
I13505.AG,Mongolia_CenterWest_LBA-4,"Erdentsogt-sum (Bayankhongor Province, Erdenetsogt District)",Mongolia,46.305617,100.761389,Eurasia,False,3001.0,42.0,"1124-939 calBCE (2875±20 BP, UCIAMS-226557, PSUG-5472)",4.05229877,830188.0,M,Pass,"[0.001,0.003]","[0.002,0.004]",0.103,Q-FT9308,A+152+16362,,0.017213,0.00502,362110,0.015885,0.004368,3.636,792786,-0.003876,0.006279,-0.617,435221,True,False
I13510.AG,Greece_PalaceofNestor_BA,"Palace of Nestor (Peloponnese, Messenia, Pylos)",Greece,37.026797,21.694586,Eurasia,False,3275.0,43.0,1400-1250 BCE,0.09097206,92668.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.274,G,H7,low_power,-0.009311,0.011355,41719,-0.012151,0.009832,-1.236,88446,-0.029775,0.015342,-1.941,48504,False,False
I13538.AG,PuertoRico_Ceramic,"Santa Elena (Toa Baja, Media Luna)",Puerto Rico,18.44,-66.25,Americas,False,700.0,58.0,1150-1350 CE,2.03720976,751953.0,F,Pass,n/a (female),n/a (female),0.169,n/a (female),C1b2,,0.020359,0.0049,330551,0.019502,0.004842,4.027,717746,0.00929,0.007306,1.272,387919,True,False
I13539.AG,PuertoRico_Ceramic,Collores (Juana Díaz),Puerto Rico,18.12,-66.54,Americas,False,1315.0,17.0,"604-660 calCE (1405±20 BP, PSUAMS-7454)",2.61786538,811018.0,F,Pass,n/a (female),n/a (female),0.151,n/a (female),A2e,,0.014883,0.006093,355374,0.013882,0.005425,2.559,774288,0.000667,0.006978,0.096,416947,True,False
I13540.AG,PuertoRico_Ceramic,"Monserrate (Mata de Plátano, Luquillo)",Puerto Rico,18.38,-65.73,Americas,False,1014.0,33.0,"889-989 calCE (1120±20 BP, PSUAMS-7455)",3.62019191,850494.0,M,Pass,"[0.003,0.007]","[0.005,0.008]",0.113,Q-M3,B2,,0.023462,0.005121,372458,0.017666,0.005025,3.515,812243,0.007206,0.006698,1.076,439033,True,False
I13541.AG,PuertoRico_Ceramic,"Monserrate (Mata de Plátano, Luquillo)",Puerto Rico,18.38,-65.73,Americas,False,1000.0,260.0,500-1400 CE,4.03239244,861576.0,F,Pass,n/a (female),n/a (female),0.091,n/a (female),A2h,,0.020068,0.005986,377036,0.017292,0.005201,3.325,822763,0.00028,0.006943,0.04,444912,True,False
I13558.AG,Bahamas_Andros_Ceramic,"Sanctuary Blue Hole (Andros, South Andros)",Bahamas,24.095899,-77.561501,Americas,False,599.0,27.0,"1307-1406 calCE (593±19 BP, OxA-39129)",0.29773891,269728.0,F,Pass,n/a (female),n/a (female),0.072,n/a (female),C1b2,,0.013649,0.008667,117174,0.014794,0.007141,2.072,257186,0.007043,0.008943,0.788,138920,False,False
I13559.AG,Bahamas_Andros_Ceramic,"Sanctuary Blue Hole (Andros, South Andros)",Bahamas,24.095899,-77.561501,Americas,False,750.0,173.0,900-1500 CE,0.11007275,114796.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.097,Q-L56,B2e,low_power,0.032174,0.014198,50150,0.033933,0.010153,3.342,109472,0.00687,0.013454,0.511,59567,False,False
I13560.AG,Bahamas_Andros_Ceramic,"Stargate Blue 166 (Andros, South Andros)",Bahamas,24.115101,-77.560401,Americas,False,663.0,17.0,"1271-1377 calCE (712±18 BP, OxA-39493)",0.38084577,318272.0,M,Pass,"[0.001,0.013]","[0,0.007]",0.062,Q-BY102365,B2e,,0.026216,0.008121,137812,0.027215,0.005903,4.61,303326,0.009964,0.011111,0.897,163727,False,False
I13561.AG,Argentina_Cordoba_2500BP,"El Diquecito (Córdoba Province, San Justo Dpto.)",Argentina,-30.89,-62.84,Americas,False,2594.0,93.0,"803-425 calBCE (2562±47 BP, AA-93742)",0.35877456,303635.0,F,Questionable,n/a (female),n/a (female),0.07,n/a (female),C1b,questionable,0.018503,0.00893,131491,0.022686,0.00663,3.422,289649,0.011084,0.008666,1.279,155799,False,False
I13562.AG,Argentina_Cordoba_2500BP,"El Diquecito (Córdoba Province, San Justo Dpto.)",Argentina,-30.89,-62.84,Americas,False,2255.0,80.0,"460-188 calBCE (2331±46 BP, AA-93745)",0.67057261,498111.0,M,Pass,"[0,0.007]","[0,0.004]",0.064,Q-M3,C1b,,0.017423,0.006089,217188,0.017034,0.005283,3.224,475254,-0.000661,0.007145,-0.093,256912,True,False
I13563.AG,Argentina_Cordoba_3900BP,"Estancia La Elisa (Córdoba Province, Río Primero Dpto.)",Argentina,-30.74,-62.94,Americas,False,4523.0,152.0,"2874-2297 calBCE (4058±89 BP, AA-102655)",0.21599998,201124.0,M,Pass,n/a (<200 SNPs),"[0,0.004]",0.1,Q-L53,C,,0.027683,0.008783,87057,0.02198,0.007694,2.857,191625,-0.001184,0.010597,-0.112,102617,False,False
I13564.AG,Argentina_Cordoba_700BP,"Potrerillo de Larreta (Córdoba Province, Santa María Dpto.)",Argentina,-31.65,-64.49,Americas,False,923.0,90.0,"775-1210 calCE (1067±77 BP, AA-102660)",0.08910701,90880.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.148,Q-M3,C1b,low_power,0.029454,0.015197,39164,0.020041,0.011384,1.761,86302,0.007284,0.015148,0.481,46568,False,False
I13599.AG,Armenia_Karnut_EBA_KuraAraxes,"Karnut (Shirak Province, Akhuryan Municipality)",Armenia,40.783,43.95,Eurasia,False,4337.0,49.0,"2466-2297 calBCE (3900±25 BP, PSUAMS-6818)",3.69372583,833179.0,F,Pass,n/a (female),n/a (female),0.191,n/a (female),U1a1a,,0.019594,0.005284,365329,0.012347,0.004618,2.674,795583,-0.005435,0.006042,-0.9,430140,True,False
I13615.AG,England_MIA,"East Kent Access Road (England, Kent, Ramsgate)",United Kingdom,51.328562,1.3542558,Eurasia,False,2238.0,56.0,"388-206 calBCE (2243±25 BP, SUERC-132755)",1.89186443,703201.0,M,Pass,"[0.004,0.011]","[0.005,0.01]",0.136,R-A600,H1c,,0.020772,0.00655,305802,0.015144,0.004871,3.109,670634,-0.01003,0.006405,-1.566,368429,True,False
I13620.AG,France_SouthEast_IA2,"Roquepertuse (Provence-Alpes-Côte d'Azur Region, Bouches-du-Rhône Department, Aix-en-Provence Arrondissement, Velaux)",France,43.53,5.27,Eurasia,False,2250.0,58.0,400-200 BCE,0.21617727,208578.0,M,Pass,n/a (<200 SNPs),"[0,0.005]",0.093,R-Y46029,T2c1d+152,,0.010027,0.010514,91050,0.00855,0.00803,1.065,199085,-0.007348,0.010584,-0.694,107356,False,False
I13623.AG,France_SouthEast_IA2,"Roquepertuse (Provence-Alpes-Côte d'Azur Region, Bouches-du-Rhône Department, Aix-en-Provence Arrondissement, Velaux)",France,43.53,5.27,Eurasia,False,2250.0,58.0,400-200 BCE,0.3010449,277633.0,M,Pass,n/a (<200 SNPs),"[0,0.008]",0.115,R-L151,H1bt1,,0.016543,0.008653,122296,0.01817,0.007273,2.498,265259,0.003593,0.008358,0.43,141812,False,False
I13629.AG,Belgium_N,"Grotte du Mont Falise (Wallonne Gewest, de Huy Arrondissement, Wanze)",Belgium,50.53574,5.23713,Eurasia,False,4725.0,101.0,2950-2600 BCE,0.04534958,48738.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.087,IJK,H3k1,low_power,0.008234,0.020541,21520,0.017116,0.013656,1.253,46479,-0.019156,0.022243,-0.861,25001,False,False
I13633.AG,Belgium_LN,"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",Belgium,50.57923,5.118983,Eurasia,False,4834.0,31.0,"2916-2781 calBCE (4260±25 BP, PSUAMS-12141)",0.91219748,616384.0,M,Pass,"[0,0.012]","[0,0.005]",0.053,I-Y11222,U5a2b4,,0.03023,0.006339,269921,0.023142,0.005399,4.286,588485,0.00764,0.007342,1.041,318197,True,False
I13638.AG,Belgium_LN,"Grotte du Mont Falise (Wallonne Gewest, de Huy Arrondissement, Wanze)",Belgium,50.53574,5.23713,Eurasia,False,4722.0,63.0,"2886-2668 calBCE (4180±25 BP, PSUAMS-12142)",0.40415109,356536.0,M,Pass,"[0,0.011]","[0.006,0.019]",0.136,I,J1c5,,0.01903,0.008126,159405,0.014094,0.00702,2.008,341038,4.9e-05,0.008334,0.006,180449,False,False
I13649.AG,Belgium_N,"Grotte du Mont Falise (Wallonne Gewest, de Huy Arrondissement, Wanze)",Belgium,50.53574,5.23713,Eurasia,False,4775.0,130.0,3050-2600 BCE,0.04400772,47552.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.074,I2,K1a3a,low_power,0.042023,0.019525,21020,0.021598,0.012988,1.663,45400,0.003078,0.019693,0.156,24310,False,False
I13651.AG,Belgium_N-o,"Grotte du Mont Falise (Wallonne Gewest, de Huy Arrondissement, Wanze)",Belgium,50.53574,5.23713,Eurasia,False,4775.0,130.0,3050-2600 BCE,0.03240808,35244.0,F,Pass,n/a (female),n/a (female),0.089,n/a (female),K1a4a1,low_power,-0.027607,0.022198,15581,0.009078,0.016116,0.563,33605,-0.030865,0.021451,-1.439,18082,False,False
I13654.AG,Belgium_N,"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",Belgium,50.57923,5.118983,Eurasia,False,4750.0,87.0,2950-2650 BCE,0.18206058,182732.0,M,Pass,n/a (<200 SNPs),"[0,0.022]",0.068,I,H3an,low_power,0.026976,0.01034,80742,0.037376,0.007857,4.757,174446,0.022661,0.009251,2.45,92940,False,False
I13655.AG,Belgium_LN,"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",Belgium,50.57923,5.118983,Eurasia,False,4650.0,144.0,2950-2450 BCE,0.36470692,330535.0,M,Pass,..,"[0,0.008]",0.08,I-L158,H1q,,0.004631,0.008118,146115,0.003108,0.006479,0.48,316011,-0.008196,0.010549,-0.777,168236,False,False
I13656.AG,Belgium_N,"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",Belgium,50.57923,5.118983,Eurasia,False,4750.0,87.0,2950-2650 BCE,0.20735609,205349.0,M,Pass,..,"[0,0.008]",0.068,I-L158,U5b2b2,,0.032869,0.007571,91005,0.025034,0.00689,3.633,196311,-0.004025,0.009911,-0.406,104859,False,False
I13657.AG,Belgium_LN,"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",Belgium,50.57923,5.118983,Eurasia,False,4838.0,26.0,"2917-2786 calBCE (4265±25 BP, PSUAMS-12143)",0.49711682,417194.0,M,Pass,"[0,0.02]","[0,0.006]",0.048,I-Y4192,H7d,,0.026912,0.00542,181977,0.020864,0.00499,4.181,397939,0.009801,0.007533,1.301,215521,False,False
I13660.AG,Belgium_LN,"Abri Sandron (Wallonne Gewest, Luik, Huccorgne)",Belgium,50.57923,5.118983,Eurasia,False,4641.0,93.0,"2865-2502 calBCE (4103±29 BP, UBA-42622)",0.12245804,127173.0,M,Pass,n/a (<200 SNPs),"[0,0.008]",0.046,I-Y3992,U5b2b3,low_power,0.034173,0.012703,55580,0.03371,0.008372,4.027,121301,0.018091,0.014143,1.279,65644,False,False
I13676.AG,Russia_AltaiKrai_N_Bolshemys,"Itkul (Bolshoy-Mys) (Altai Krai, Zonalny District, Vershinino Village)",Russia,52.721373,84.647693,Eurasia,False,5450.0,289.0,4000-3000 BCE,0.1983663,195113.0,M,Pass,n/a (<200 SNPs),"[0,0.007]",0.059,Q-YP832,A10,low_power,0.005835,0.009899,85081,0.014262,0.00672,2.122,186070,0.001573,0.008752,0.18,102773,False,False
I13678.AG,Russia_AltaiKrai_Eneolithic,"Razdum'ye-1 (Altai Krai, Kamensky District)",Russia,53.9246,81.2987,Eurasia,False,5167.0,79.0,"3361-3102 calBCE (4525±20 BP, PSUAMS-9045)",3.99710943,835670.0,M,Pass,"[0.003,0.008]","[0.004,0.007]",0.132,C-F3918,D4j,,0.021116,0.005661,364577,0.016066,0.005307,3.027,797811,-0.005208,0.007205,-0.723,438366,True,False
I13679.AG,Russia_Irkutsk_N_Pribaikal,"Rasputino (Irkutsk Oblast, Balaganskiy District, Rasputino Village)",Russia,55.1307,103.3051,Eurasia,False,7636.0,27.0,"5731-5635 calBCE (6800±30 BP, PSUAMS-9118)",0.08000685,84530.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.043,Q-Y16849,F1b,low_power,0.027821,0.015096,36530,0.018788,0.011688,1.608,80520,-0.008654,0.016813,-0.515,44456,False,False
I13680.AG,England_MIA,"Ham Hill (England, Somerset)",United Kingdom,50.949985,-2.735842,Eurasia,False,2224.0,55.0,"366-176 calBCE (2203±26 BP, SUERC-73822)",0.56644178,421576.0,M,Pass,"[0,0.012]","[0,0.008]",0.11,R-BY4112,U5a2a1,,0.030289,0.007386,184728,0.021241,0.005,4.248,402090,0.02085,0.007822,2.666,216400,False,False
I13685.AG,England_MIA,"Dibbles Farm (England, Somerset, Christon)",United Kingdom,51.313891,-2.885217,Eurasia,False,2265.0,63.0,"400-208 calBCE (2276±30 BP, SUERC-94980)",1.53297168,724526.0,F,Pass,n/a (female),n/a (female),0.12,n/a (female),U5a1b1e,,0.014356,0.005433,316988,0.012705,0.004849,2.62,691238,0.002983,0.005889,0.507,374908,True,False
I13687.AG,England_MIA,"Trumpington Meadows (England, Cambridgeshire)",United Kingdom,52.170279,0.105604,Eurasia,False,2222.0,58.0,"368-173 calBCE (2200±30 BP, SUERC-49491)",2.55558346,793671.0,F,Pass,n/a (female),n/a (female),0.077,n/a (female),W1c,,0.023217,0.006054,347596,0.015738,0.00528,2.981,757609,-0.000641,0.005943,-0.108,411731,True,False
I13688.AG,England_EIA,"Rowbarrow (England, Wiltshire, Salisbury)",United Kingdom,51.052725,-1.786288,Eurasia,False,2589.0,76.0,"775-516 calBCE (2492±28 BP, SUERC-41682)",1.3069451,682269.0,F,Pass,n/a (female),n/a (female),0.114,n/a (female),H1+16239,,0.021911,0.006077,298867,0.017192,0.005164,3.329,651294,0.003331,0.006527,0.51,354172,True,False
I13689.AG,England_EIA,"Rowbarrow (England, Wiltshire, Salisbury)",United Kingdom,51.052725,-1.786288,Eurasia,False,2531.0,104.0,"753-411 calBCE (2448±29 BP, SUERC-41684)",1.64701179,666804.0,M,Pass,"[0.004,0.013]","[0.006,0.012]",0.118,R-Y558633,K1a3a,,0.011291,0.006585,290131,0.009772,0.005492,1.779,635629,-0.008852,0.006507,-1.36,348795,True,False
I13692.AG,Taiwan_IA,"Blihun site (Eastern Taiwan, Hanben)",Taiwan,24.327778,121.765556,Eurasia,False,1550.0,231.0,1-800 CE,0.96104947,581191.0,F,Pass,n/a (female),n/a (female),0.171,n/a (female),M7c1c3,,0.008264,0.005957,253834,0.005992,0.005131,1.168,554466,-0.009324,0.006775,-1.376,298871,True,False
I13695.AG,Taiwan_IA,"Blihun site (Eastern Taiwan, Hanben)",Taiwan,24.327778,121.765556,Eurasia,False,1459.0,37.0,"431-556 calCE (1570±20 BP, PSUAMS-8396)",0.03365695,35931.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.234,O-F140,F4b,low_power,0.035378,0.018519,15914,0.048612,0.01583,3.071,34225,0.031286,0.024195,1.293,18036,False,False
